amount,hour,location_mismatch,txn_frequency,card_type,merchant_category,is_fraud
46.73,15,0,9,0,1,0
31.57,1,0,16,0,1,1
103.28,13,0,12,0,2,0
52.55,5,1,16,0,2,0
2.57,1,0,5,0,2,0
16.98,7,0,11,0,3,0
125.87,3,0,1,0,3,0
107.56,20,1,10,0,0,0
2.75,23,0,11,0,0,0
25.1,13,0,15,1,2,0
26.28,10,1,3,0,1,0
111.44,23,0,15,1,2,0
1.99,13,0,11,0,2,0
10.99,11,0,9,0,0,0
160.9,15,1,2,0,2,0
19.67,5,1,12,1,2,0
105.77,19,1,16,0,0,0
27.2,0,0,16,0,0,0
10.47,11,1,1,0,1,0
27.86,6,0,16,0,1,0
128.11,7,0,6,1,1,0
193.58,8,0,14,0,3,0
177.33,1,0,11,1,3,1
50.61,16,0,1,0,2,0
110.29,19,0,17,0,1,1
22.94,12,1,19,1,0,1
34.69,4,0,2,1,1,0
226.66,9,0,14,0,2,0
1.31,11,1,8,1,3,0
8.94,16,0,6,0,3,0
23.31,20,0,9,0,2,0
2.69,5,0,5,0,1,0
20.02,2,0,5,1,2,0
87.48,14,0,18,1,2,0
54.72,6,0,14,0,3,0
223.19,5,1,12,0,3,1
170.07,3,0,12,0,3,0
41.83,18,0,6,1,2,0
30.03,4,0,4,1,1,0
47.75,2,0,15,0,2,0
89.23,8,0,15,0,1,0
31.21,5,1,17,1,1,0
97.86,12,0,3,1,2,1
52.66,21,0,10,1,1,0
80.31,19,1,8,1,1,0
57.29,3,0,9,0,2,0
34.88,1,0,3,1,3,0
296.53,3,0,1,1,2,1
144.23,7,0,11,0,3,0
15.1,12,0,13,1,1,0
202.85,9,0,12,1,3,0
66.83,17,0,7,0,3,0
224.95,8,0,2,0,0,0
160.87,0,1,1,0,0,0
55.38,12,1,3,0,3,0
2.27,17,0,4,1,0,0
31.29,14,0,17,0,3,0
78.01,1,0,18,0,0,0
100.37,10,0,17,1,1,0
29.83,13,1,19,0,2,0
15.01,21,1,4,0,0,0
180.14,14,1,17,0,2,0
416.06,13,0,2,1,0,0
74.59,15,1,10,1,3,0
18.84,22,1,12,1,0,0
31.79,14,0,13,1,0,0
1.86,18,0,11,0,2,0
245.69,8,0,8,1,2,0
12.53,4,0,5,1,0,0
85.92,4,1,2,0,2,0
32.03,10,0,12,1,0,0
80.78,19,0,2,1,3,0
105.39,23,0,6,1,3,1
177.04,3,0,19,1,1,0
23.12,19,1,12,1,2,0
1.11,17,0,13,0,0,0
14.72,2,0,17,0,3,0
230.28,3,0,12,0,1,0
207.06,13,0,3,1,1,0
90.98,6,0,8,0,0,0
91.76,7,1,16,0,1,0
109.37,23,0,4,1,1,0
19.28,15,0,13,0,0,0
245.82,19,0,8,0,1,0
54.26,14,0,1,1,1,0
48.31,6,1,3,0,0,0
73.17,16,0,1,0,0,0
4.81,21,0,15,1,3,0
18.19,21,0,18,1,1,1
133.95,21,0,3,1,3,0
8.64,11,0,15,1,3,0
92.42,17,0,5,1,2,0
28.15,23,0,10,1,0,0
49.31,13,1,7,1,2,1
34.07,14,0,8,0,0,0
43.95,14,0,3,1,2,0
126.96,4,1,18,1,0,0
35.26,15,1,17,0,1,0
83.56,4,0,16,1,1,0
64.64,1,0,13,1,3,0
108.97,19,0,4,1,2,0
276.19,8,0,3,0,3,0
131.89,21,0,11,0,2,0
24.2,8,0,2,0,0,0
3.17,3,0,18,0,0,1
30.42,14,0,4,1,2,0
90.41,10,0,17,0,2,0
5.28,0,0,6,0,1,0
68.59,17,0,10,0,2,0
90.84,0,0,11,1,1,0
40.68,7,0,5,0,2,0
147.36,15,0,18,1,1,0
11.27,21,0,10,1,3,0
7.81,17,0,9,1,1,0
130.26,21,0,16,0,3,0
68.42,8,0,10,1,1,0
116.6,11,0,10,1,0,0
57.06,18,0,4,0,1,0
28.29,17,0,14,0,2,1
170.98,4,0,8,1,3,0
160.65,1,0,1,1,2,0
118.64,6,0,16,1,2,0
31.77,9,0,17,1,0,0
89.22,14,0,10,1,1,1
44.78,6,0,6,0,0,0
9.61,4,0,7,1,1,0
249.27,14,0,18,1,2,0
14.71,19,0,2,0,1,0
300.05,19,0,9,1,0,1
59.06,14,0,5,1,3,0
20.47,9,0,8,1,0,0
78.07,23,0,5,0,0,0
206.31,13,0,15,1,0,0
131.76,9,0,8,0,3,0
164.28,16,0,5,0,2,0
107.52,20,0,5,0,0,0
117.86,13,0,17,1,0,0
189.18,1,0,9,0,0,0
28.72,15,0,2,1,3,0
67.22,12,0,1,1,3,0
25.0,8,0,11,0,3,0
439.56,6,0,15,1,2,0
288.35,15,0,1,0,1,0
4.02,9,0,7,0,2,0
122.27,23,1,19,1,2,0
259.36,21,0,15,1,2,1
19.92,8,0,6,1,1,0
83.92,21,0,10,1,0,0
247.09,22,1,12,1,3,0
3.45,6,1,13,0,2,0
119.54,15,0,15,1,3,0
35.29,8,0,19,1,3,0
258.22,23,0,17,1,3,0
354.25,16,0,13,0,0,0
288.72,19,0,2,0,3,0
64.29,6,1,18,0,3,0
198.08,10,0,11,1,0,0
186.14,7,0,5,0,3,0
38.43,6,0,4,0,1,0
176.56,18,0,2,1,1,0
3.77,19,0,16,1,2,0
90.7,11,0,7,1,1,0
26.14,6,0,8,0,1,0
12.85,7,0,8,0,1,0
8.01,6,0,2,0,0,0
119.17,5,0,15,1,1,0
41.53,8,0,5,1,3,1
129.01,12,0,19,0,2,0
6.76,6,0,10,0,3,0
37.88,7,0,9,0,3,0
77.54,21,1,8,1,1,1
156.41,16,1,5,1,2,0
38.38,16,0,19,0,3,0
98.32,15,0,13,1,2,0
217.14,21,0,14,1,1,0
95.68,1,1,8,1,3,1
26.52,7,0,16,0,0,0
2.47,16,0,5,0,3,0
204.1,12,0,1,1,3,0
2.15,17,0,19,1,2,0
207.71,23,0,19,0,2,0
75.28,21,0,17,0,2,0
279.8,9,0,10,0,1,0
160.34,1,1,5,0,2,1
618.22,1,0,7,1,1,0
43.19,13,1,16,0,2,0
145.75,15,0,3,0,0,0
51.4,6,0,12,0,2,0
65.37,20,1,14,0,1,0
98.75,20,1,1,0,1,0
206.89,23,0,7,1,3,0
414.04,11,0,18,1,2,0
146.22,22,0,4,1,1,0
54.09,13,0,16,0,3,1
54.71,3,0,11,0,0,1
133.78,3,0,18,1,1,0
27.28,17,0,16,0,2,0
11.71,2,0,7,0,0,1
43.79,0,0,3,0,1,0
33.86,16,0,5,0,2,0
35.14,6,0,18,0,1,0
26.61,15,0,17,0,2,1
4.3,4,0,1,1,3,0
1.8,18,0,16,0,1,0
440.0,6,0,15,1,1,0
55.82,13,0,13,0,0,0
48.5,1,0,7,0,3,0
113.83,2,0,3,0,0,0
24.62,16,0,13,0,1,0
299.5,15,0,16,1,3,0
154.34,7,0,1,0,2,0
9.37,17,1,1,1,3,0
54.06,14,0,16,1,3,0
211.29,6,1,2,1,2,0
289.56,8,0,18,1,1,0
63.0,5,0,18,0,1,0
95.04,17,0,5,1,0,0
18.28,17,0,5,0,1,0
472.94,23,1,8,1,1,1
26.35,13,0,9,1,2,0
286.0,13,0,14,1,0,0
104.88,13,0,13,0,3,0
93.58,3,0,18,1,0,1
71.89,3,0,4,0,1,1
26.22,14,0,18,1,0,0
19.42,14,1,15,1,3,1
24.91,17,0,7,1,2,0
20.63,13,0,13,0,1,0
151.22,0,0,2,0,1,0
43.1,9,0,9,0,3,0
5.96,19,0,5,1,2,0
347.71,9,1,1,1,0,0
215.23,9,0,19,1,3,0
262.77,23,0,19,1,0,0
528.0,1,1,13,0,2,0
19.1,7,0,6,1,2,0
50.46,0,0,10,0,2,0
141.98,0,0,11,0,2,0
119.08,3,1,16,0,0,1
16.71,6,0,1,1,3,0
169.19,8,0,19,0,3,0
25.42,15,0,5,0,0,0
25.34,4,0,6,0,2,0
77.0,1,0,6,1,2,0
89.88,22,0,5,0,1,0
86.77,10,0,6,0,1,0
9.59,17,1,13,0,0,0
209.93,18,0,1,0,3,0
30.87,12,0,1,0,1,0
13.87,23,0,14,0,1,0
219.6,10,0,8,1,3,0
311.57,19,1,9,0,1,0
198.14,18,0,10,1,3,0
165.82,16,0,6,1,0,0
106.49,4,0,9,1,1,0
80.04,12,0,18,1,2,0
9.1,19,0,15,0,0,0
52.5,0,0,4,1,1,0
46.63,9,0,2,0,3,0
30.08,7,0,6,0,0,0
128.53,23,0,17,0,1,0
68.49,7,0,7,1,0,0
8.45,18,0,15,0,2,0
24.87,5,0,2,0,1,0
114.97,11,0,12,1,1,0
7.92,6,0,10,0,3,0
190.52,15,0,17,0,0,0
68.35,8,0,18,0,2,0
65.51,20,0,16,1,3,0
89.75,21,0,10,0,1,0
174.11,9,0,8,0,3,0
42.74,9,0,13,0,3,0
113.33,9,1,16,0,2,0
83.41,19,0,8,1,1,0
31.06,15,0,12,1,2,0
210.89,0,0,17,1,1,0
159.67,16,0,16,0,0,0
107.43,20,0,9,0,0,0
190.1,13,0,19,0,2,0
201.96,18,0,17,1,3,0
123.22,20,0,8,1,1,0
181.41,20,0,12,0,1,0
119.56,16,0,9,0,2,0
113.99,13,0,6,0,3,0
96.39,7,0,10,1,3,0
139.72,20,0,9,0,1,0
17.27,20,0,4,1,0,0
212.75,8,0,11,1,1,0
205.45,7,0,6,0,0,0
2.97,12,0,18,0,2,1
174.76,16,0,4,0,3,0
13.8,18,0,12,1,1,0
40.81,6,0,9,0,2,0
136.07,16,0,15,1,3,0
17.53,0,0,9,1,0,1
170.36,4,0,6,0,2,0
178.46,5,0,11,0,2,0
70.82,1,0,7,1,1,0
0.64,15,0,14,1,2,0
33.83,21,0,16,0,2,0
95.95,4,1,15,1,1,1
397.32,4,0,9,0,2,1
99.92,11,0,19,0,0,0
30.08,2,0,12,0,1,0
100.51,15,0,11,0,0,0
77.65,5,0,8,1,1,0
151.34,14,0,3,0,3,0
11.31,14,0,19,0,2,0
143.14,15,0,3,1,3,0
77.93,19,0,3,1,0,0
329.66,12,0,6,0,3,0
41.84,11,0,11,0,0,0
100.14,9,0,14,1,3,0
268.87,13,0,2,1,0,0
10.82,1,0,12,0,2,0
276.83,2,0,16,1,3,0
116.44,8,1,3,1,0,0
7.02,10,0,16,1,0,0
35.81,10,0,10,1,3,0
123.16,21,0,5,0,3,0
6.97,9,1,13,0,3,0
87.27,13,0,12,0,2,0
42.45,8,0,1,0,2,0
97.0,19,0,11,1,2,0
4.68,20,0,19,1,3,0
205.21,9,0,15,1,0,0
363.02,21,1,18,1,0,0
346.98,8,1,16,0,0,1
138.49,4,0,7,0,1,1
13.94,7,0,10,1,3,0
141.99,10,1,16,0,0,0
2.49,0,0,17,0,3,0
2.24,20,0,7,1,3,0
39.1,9,0,11,0,0,0
67.07,0,0,17,0,3,0
147.14,21,0,5,1,1,0
114.98,6,1,1,1,1,0
59.04,13,0,3,1,0,0
31.97,4,0,16,0,3,0
585.15,16,0,15,1,1,1
55.54,21,0,4,1,0,0
60.04,20,0,12,0,2,0
17.87,5,0,1,0,2,0
158.38,15,0,17,1,2,0
118.31,10,0,15,0,2,0
24.94,9,0,10,0,1,0
8.6,14,0,11,1,0,0
114.1,6,0,18,1,1,0
106.28,22,0,2,0,2,0
31.92,1,0,6,1,3,0
301.32,11,0,16,0,2,1
16.38,18,0,7,0,3,0
56.62,11,0,19,0,0,0
287.56,15,0,12,0,1,0
54.43,5,0,18,1,3,1
101.76,2,0,10,0,2,0
50.68,1,0,7,1,1,0
32.05,19,0,4,0,3,0
413.38,4,0,17,0,0,1
52.65,10,0,17,1,3,0
224.53,2,0,4,1,3,0
26.13,2,0,5,0,0,0
23.97,21,0,1,0,1,0
3.16,4,0,19,1,0,0
105.46,21,0,11,1,1,0
45.97,22,0,1,1,1,0
199.77,10,1,8,0,1,1
64.1,2,0,4,1,3,1
344.81,12,1,15,0,2,0
20.52,20,0,17,1,2,1
202.97,7,1,18,1,3,0
149.88,19,0,3,1,1,0
147.37,9,0,18,0,0,0
186.29,1,0,7,1,0,0
143.14,3,0,17,1,2,1
98.41,17,0,18,0,1,0
14.07,18,0,8,1,3,0
3.31,3,1,11,0,3,0
253.64,19,0,3,0,2,0
95.88,8,0,7,0,1,0
159.23,15,0,15,1,0,0
65.69,5,1,10,1,0,0
12.48,3,0,12,0,3,0
13.37,8,0,12,0,2,0
115.7,12,0,19,0,3,0
56.27,8,0,19,1,0,0
22.38,5,1,15,0,3,0
67.65,20,0,5,0,1,0
6.64,18,0,13,1,0,0
87.22,13,0,9,1,0,0
31.33,20,0,10,0,3,0
159.73,14,0,8,0,3,0
37.16,2,0,9,0,2,0
60.74,4,0,6,0,3,0
1.17,20,0,18,1,1,0
7.52,17,0,10,0,2,0
49.84,13,0,15,1,2,0
65.38,15,1,13,1,0,0
91.63,13,1,11,0,1,0
34.48,8,0,2,1,1,0
118.74,14,0,8,0,2,0
196.7,6,0,18,1,2,0
151.35,13,0,3,0,0,0
4.04,5,0,3,1,3,0
65.49,20,0,7,1,1,0
11.09,14,0,18,0,1,1
27.71,19,0,9,1,0,0
431.72,7,0,18,1,2,0
15.37,1,0,1,1,1,0
69.09,7,0,4,1,0,0
96.27,0,0,4,1,2,1
121.22,16,0,17,1,0,0
82.02,18,0,2,1,1,0
0.98,4,0,15,1,2,0
39.52,21,0,13,1,0,0
72.92,19,0,9,0,0,0
9.2,15,0,7,1,0,0
43.17,6,0,12,1,1,0
3.38,6,1,12,0,1,0
8.18,17,0,14,1,3,0
50.57,17,0,15,1,1,0
14.24,1,0,1,0,0,0
83.83,14,0,9,1,1,0
116.95,13,1,16,0,0,0
161.24,17,0,9,0,0,0
22.33,8,0,16,1,0,1
18.33,13,0,2,0,2,0
11.04,4,0,10,0,3,0
101.18,10,1,18,1,3,1
122.58,7,0,13,1,0,0
3.21,4,0,2,0,1,0
275.22,10,1,13,1,3,0
5.34,4,0,3,0,0,1
77.94,16,0,15,0,1,0
123.46,21,0,3,1,2,0
204.77,3,0,10,0,2,0
125.21,14,0,6,1,0,0
161.81,18,0,14,1,1,0
41.47,21,0,9,1,2,0
168.65,1,1,18,1,2,1
8.35,23,0,8,0,2,0
225.21,16,0,6,1,1,0
79.32,11,0,15,1,0,0
169.99,23,0,14,1,0,0
60.21,16,0,15,0,2,0
103.16,9,1,6,1,0,0
74.74,17,0,12,0,3,0
131.52,18,1,10,0,2,0
8.52,17,0,19,0,1,0
6.23,12,0,8,0,0,0
28.38,13,0,5,1,1,0
17.38,23,0,10,1,0,0
205.4,15,0,11,0,1,0
24.75,17,0,14,0,1,0
372.41,17,0,14,1,0,1
41.08,15,1,2,0,2,0
20.1,16,0,17,0,2,0
155.92,6,0,15,0,1,0
107.5,11,0,3,1,3,0
68.95,1,0,3,0,1,0
81.05,9,0,3,0,3,0
127.01,4,0,3,0,2,0
25.94,20,0,18,1,3,0
560.86,2,0,6,0,0,0
368.06,18,1,14,1,3,1
105.08,12,1,3,1,0,0
22.26,11,0,1,1,1,0
114.01,2,0,10,1,3,0
7.49,5,0,13,0,0,0
3.11,13,0,9,0,1,0
29.8,3,0,2,1,3,0
62.11,12,0,10,0,3,0
202.7,18,0,12,0,0,0
129.89,17,0,19,1,1,0
135.75,2,0,3,1,0,0
55.42,19,0,19,0,3,0
42.45,5,0,1,0,1,0
46.37,15,0,15,0,2,0
439.41,19,0,13,0,2,0
4.09,23,0,7,1,2,0
201.76,2,1,2,1,3,0
86.44,11,0,11,1,2,0
57.73,18,0,16,0,3,0
129.19,18,1,14,1,1,0
66.68,23,0,15,0,0,0
206.69,3,1,19,1,3,0
230.96,0,0,7,0,1,0
54.77,1,0,9,0,1,0
32.41,12,0,4,1,1,0
89.73,12,0,6,1,0,0
243.46,1,0,10,0,3,0
23.66,18,0,3,0,1,0
97.54,21,0,1,1,2,0
99.85,23,0,6,0,2,0
132.09,15,0,5,0,1,0
14.11,11,0,15,0,2,0
125.82,0,0,11,1,2,0
239.73,8,0,13,0,3,0
19.81,16,0,6,0,0,0
27.12,9,0,5,0,3,0
355.42,17,0,2,1,1,0
19.96,18,0,17,1,1,0
192.68,6,0,12,1,2,0
67.78,18,0,12,0,3,0
28.4,23,0,14,0,1,0
204.6,14,0,7,0,1,0
58.93,8,0,14,0,2,0
72.32,9,0,7,0,2,0
44.51,22,0,9,0,1,1
89.88,19,0,14,1,3,0
17.86,19,0,17,0,0,0
49.61,3,0,17,1,3,0
348.72,5,0,13,0,2,0
29.86,3,1,18,0,1,0
106.93,4,0,19,1,2,1
39.33,8,0,17,1,1,0
148.49,11,0,6,0,1,0
14.03,22,1,12,0,0,0
350.06,7,0,6,0,2,0
60.48,20,0,3,1,0,0
26.93,4,0,15,0,3,0
7.63,10,0,3,0,2,0
18.6,22,0,15,1,0,0
73.35,10,0,1,1,2,0
41.1,12,0,3,0,0,0
176.54,13,0,5,0,0,0
56.37,7,0,14,1,2,0
28.6,17,0,4,0,3,0
96.01,18,0,9,1,0,0
122.68,11,0,18,1,0,0
18.28,11,1,10,0,2,0
18.35,17,0,8,1,3,0
3.74,9,0,13,1,2,0
133.33,6,1,2,0,1,0
109.01,17,0,7,1,2,0
64.37,11,0,11,1,1,0
185.9,13,0,5,0,0,0
163.82,14,1,18,0,3,0
88.03,15,0,8,1,3,0
202.7,1,0,10,0,2,0
23.05,17,0,2,1,1,0
11.87,11,1,3,1,2,0
31.44,15,0,5,1,3,0
5.88,12,1,16,0,1,0
75.75,19,0,10,1,3,0
275.84,16,0,11,1,1,0
4.01,17,0,19,0,2,0
13.02,2,0,16,0,0,0
60.18,22,0,12,0,0,0
271.62,9,1,2,0,1,1
38.0,0,0,11,1,1,0
70.77,5,1,1,0,0,1
4.25,2,0,5,0,2,0
16.06,18,0,14,1,2,0
431.48,3,0,18,1,3,0
335.58,19,0,7,0,3,1
0.5,22,0,5,0,0,0
303.26,2,0,8,0,0,0
101.92,7,0,15,0,0,0
202.43,7,0,5,1,1,0
60.65,6,0,13,0,3,0
72.48,1,1,19,1,0,1
67.11,20,0,2,1,0,0
109.92,5,0,5,0,3,0
15.04,15,0,5,1,0,0
3.04,9,0,6,0,0,0
36.81,3,0,16,0,2,0
121.97,12,1,2,0,3,1
22.55,9,0,5,0,2,0
111.91,20,0,15,1,3,0
350.36,13,0,1,0,0,0
9.86,8,0,19,1,1,0
111.66,10,0,3,0,1,0
58.65,22,0,19,1,2,1
202.6,17,0,15,1,1,0
19.5,10,1,3,0,1,0
117.97,16,0,8,0,2,0
182.09,1,0,15,1,0,1
289.34,2,0,1,1,3,0
114.96,10,0,6,1,0,0
68.75,17,0,17,0,2,1
96.19,2,0,16,0,0,0
203.18,14,1,13,0,0,0
84.54,10,0,1,0,2,0
3.09,10,0,3,1,2,0
267.29,19,0,6,1,2,0
116.97,10,0,3,1,1,0
112.86,18,1,15,1,2,0
24.29,0,1,15,1,2,0
107.55,4,1,11,0,2,0
50.07,9,0,6,0,2,0
105.34,9,0,6,1,0,0
11.27,13,0,9,0,2,0
107.25,1,0,14,0,3,0
744.17,3,0,11,0,2,0
4.94,1,1,6,0,3,0
377.99,17,0,18,0,3,1
52.24,12,1,15,1,1,0
204.6,18,1,9,1,1,0
152.5,4,1,11,0,0,0
83.71,19,0,2,1,2,0
134.11,1,0,6,1,2,0
210.8,10,0,14,0,3,0
51.78,17,0,14,0,2,0
39.61,5,0,13,0,3,0
110.14,22,0,5,0,1,0
164.95,9,0,9,1,0,0
143.67,21,0,11,0,1,0
159.86,22,0,7,0,2,0
57.2,16,1,2,1,3,0
170.28,21,0,12,0,1,0
12.81,10,0,5,1,2,0
78.63,18,0,2,1,3,0
0.58,16,0,14,0,2,0
39.24,23,0,7,1,2,0
45.64,3,0,5,0,0,0
50.45,23,1,4,1,1,0
118.9,13,0,10,0,2,0
49.19,19,0,16,0,2,1
59.55,3,0,6,1,0,0
27.12,13,0,6,0,0,0
46.72,3,0,9,1,3,0
25.78,5,0,1,1,2,0
7.6,8,1,16,0,2,0
92.49,20,0,17,1,2,0
110.33,11,0,13,0,2,0
96.62,7,0,6,1,0,0
62.27,23,0,2,0,1,0
47.77,3,0,8,1,0,0
199.02,4,0,4,1,3,0
73.21,5,0,9,1,0,0
65.24,4,0,7,1,1,0
2.6,18,0,1,1,2,0
41.74,7,0,14,0,3,0
47.84,8,0,2,0,3,0
50.89,14,0,8,1,2,0
86.79,3,0,11,0,1,0
76.27,8,0,5,0,0,0
93.63,6,0,18,0,2,0
144.77,7,0,12,1,1,0
167.66,14,0,19,0,1,0
126.63,18,0,5,0,1,0
311.28,14,0,7,1,2,0
1.84,4,1,2,1,1,1
21.79,18,0,17,1,3,0
0.76,6,0,13,1,3,0
104.26,5,1,11,1,0,0
228.31,18,1,5,0,0,0
27.9,16,0,13,0,1,0
261.78,9,0,13,0,1,0
6.22,18,0,8,1,1,0
272.47,10,0,11,0,0,0
43.33,14,0,8,1,3,0
10.69,9,1,10,0,3,0
66.53,10,0,11,0,2,0
29.68,22,0,1,1,0,0
33.53,2,0,7,0,1,0
36.71,2,0,8,0,3,0
162.47,17,0,6,1,2,0
77.47,10,0,14,0,3,0
37.3,19,0,7,0,2,0
94.25,21,0,3,0,1,0
125.93,17,1,2,1,1,0
31.83,14,1,18,1,3,0
53.37,6,0,3,0,0,0
13.0,9,1,14,0,3,0
19.99,20,0,18,1,0,0
114.29,22,0,13,1,3,0
20.02,19,0,8,1,0,0
74.48,9,0,4,0,1,0
123.46,12,0,15,0,2,0
11.3,14,0,12,1,0,0
83.77,22,0,14,1,1,0
29.65,17,0,7,0,2,0
329.49,22,0,12,1,1,0
66.08,3,0,9,0,1,0
163.99,19,0,10,1,1,0
79.9,16,1,8,1,0,1
4.44,2,0,2,0,1,0
100.28,20,0,16,1,1,0
302.42,20,0,18,1,1,1
92.03,1,0,10,0,0,0
171.03,3,0,6,0,3,1
215.59,0,0,6,0,1,0
25.89,14,0,13,0,3,0
23.83,0,0,19,0,1,0
94.41,5,0,17,1,0,0
52.94,6,0,2,1,3,0
183.17,18,0,18,0,1,0
230.28,11,0,7,0,3,0
43.61,0,0,14,1,2,0
27.03,6,0,15,0,3,0
151.65,18,1,8,0,1,0
32.13,12,0,9,0,3,0
172.94,11,0,11,1,1,0
55.12,11,0,3,0,3,0
110.13,21,0,14,1,3,0
10.04,12,1,8,1,0,1
97.78,13,0,3,0,0,0
60.11,21,0,18,0,3,0
88.34,11,1,14,0,0,0
18.39,19,1,8,1,0,1
133.51,11,0,17,0,2,0
198.63,5,0,8,1,1,1
24.43,9,0,5,1,1,0
10.06,19,0,12,1,2,0
2.39,23,1,2,0,3,0
102.71,8,0,17,1,0,0
93.42,1,0,13,1,1,1
79.12,6,0,14,0,2,0
26.39,8,0,9,0,1,0
49.58,11,0,9,0,3,0
90.26,4,0,9,1,2,0
68.67,0,0,6,1,3,1
440.51,21,0,12,0,3,0
14.67,14,1,10,1,2,0
118.79,7,0,5,1,1,0
51.8,0,0,18,0,0,0
55.9,17,0,7,1,0,0
126.44,12,0,13,1,2,0
117.91,0,0,1,0,0,1
473.94,4,0,6,0,3,1
13.74,17,0,8,1,1,0
10.99,15,0,9,1,2,0
128.86,9,0,7,0,3,0
86.37,3,0,10,0,3,0
32.04,0,1,8,0,1,0
8.28,22,0,2,0,1,0
8.96,7,1,18,0,0,0
224.61,4,0,15,0,1,0
21.3,1,0,6,0,2,0
39.06,23,0,14,0,2,0
25.7,16,0,18,1,1,0
43.85,6,0,3,0,1,0
7.2,16,0,1,0,3,0
73.2,5,0,1,0,2,0
7.0,21,0,14,1,0,0
161.12,14,0,1,1,3,1
26.62,4,0,1,0,3,0
77.66,14,0,4,0,0,0
212.09,17,0,12,1,0,0
105.23,17,0,15,0,1,0
76.13,20,0,4,1,1,0
39.21,20,0,10,0,3,0
40.5,22,0,11,0,2,0
110.71,5,0,6,1,2,0
513.95,1,0,10,1,3,0
108.42,16,0,12,1,2,0
81.6,20,0,3,1,2,0
131.17,3,1,15,1,0,0
62.59,11,0,16,1,1,0
6.2,18,0,10,1,1,0
82.62,1,0,11,1,3,0
316.12,1,0,16,1,0,0
19.27,13,0,17,0,2,0
117.12,14,0,14,0,3,0
22.43,19,0,16,0,3,0
76.75,1,0,14,0,2,0
10.17,3,0,6,0,1,0
59.85,18,0,10,1,2,0
141.13,8,0,17,0,3,0
42.71,6,0,10,0,1,0
109.34,12,0,10,0,3,0
158.69,11,0,14,1,0,0
261.97,2,0,17,1,1,0
26.74,12,0,9,1,3,0
50.97,14,0,15,0,3,0
16.54,13,0,7,0,0,0
489.07,23,0,2,0,2,0
261.73,8,0,4,0,1,0
77.64,12,0,18,0,3,0
184.54,22,0,11,0,3,0
73.6,21,0,5,1,3,0
97.71,3,0,8,1,3,0
9.33,20,0,5,1,2,0
140.76,7,0,2,1,2,0
13.66,2,0,5,0,2,0
174.91,1,0,3,0,1,0
152.34,18,0,12,0,2,0
123.36,22,0,19,0,1,0
3.68,7,0,7,0,2,0
36.12,16,0,19,0,3,0
30.53,12,0,4,0,0,0
44.65,6,0,14,0,1,0
9.17,8,0,19,1,0,0
276.4,11,0,18,0,0,0
80.7,13,0,7,1,3,0
36.46,13,0,15,0,3,0
50.58,14,0,1,0,1,0
59.28,2,1,12,1,1,0
91.78,14,0,19,0,1,0
72.5,18,0,6,0,2,0
251.82,23,0,13,1,2,0
68.71,19,0,6,0,0,0
484.83,13,0,13,1,1,0
190.67,7,0,15,0,0,0
23.38,4,0,16,0,2,0
266.78,18,0,8,1,0,0
12.37,3,0,13,0,0,0
170.07,13,0,13,1,1,0
47.9,15,0,12,0,1,0
210.35,19,0,19,0,0,0
202.54,23,0,17,1,2,0
163.95,5,0,3,0,0,0
156.08,22,0,15,1,2,0
36.34,5,0,17,0,0,0
8.44,2,1,6,1,0,0
51.58,14,0,19,1,1,0
19.06,2,0,12,1,0,0
118.73,10,0,4,1,2,0
42.48,2,1,12,0,0,0
371.36,9,0,2,1,0,1
102.44,17,0,7,0,2,0
172.87,0,1,16,0,0,1
14.22,15,0,12,0,0,0
198.06,15,0,16,1,0,0
256.08,9,1,14,1,0,0
66.76,0,0,1,0,2,0
93.2,3,0,9,0,3,1
144.74,2,0,7,0,2,0
19.22,4,0,5,1,2,0
69.83,11,0,10,1,3,0
50.86,11,0,10,1,2,0
15.83,12,1,18,0,0,1
45.81,23,0,7,1,2,0
7.06,11,0,18,1,0,0
2.62,15,0,13,1,1,0
14.52,12,0,11,1,0,0
330.0,4,0,10,0,0,0
79.75,23,1,9,0,2,0
337.62,3,0,15,0,2,0
56.65,20,0,14,0,2,0
37.37,14,0,3,1,1,0
70.55,11,0,14,0,3,0
57.89,18,0,16,0,0,1
11.17,20,0,3,0,3,0
102.39,18,0,8,0,3,0
24.34,20,1,2,0,1,0
96.65,10,0,2,1,0,0
105.04,20,0,18,0,0,0
16.49,5,1,7,1,1,0
6.33,8,0,17,1,1,0
151.76,0,0,6,1,0,0
61.58,11,1,10,0,1,0
5.99,13,0,7,0,2,0
527.19,5,0,4,1,0,0
5.95,0,0,11,0,3,0
118.76,21,0,16,1,2,0
411.53,1,0,17,1,3,0
27.34,23,0,6,0,1,0
15.34,10,0,19,0,3,1
12.94,2,0,18,1,2,0
36.14,9,0,15,0,1,0
10.65,5,0,2,1,2,1
117.82,5,0,19,1,1,0
6.43,19,0,6,0,0,0
71.22,20,0,12,1,3,0
571.29,1,0,1,0,3,1
168.18,23,0,11,0,0,0
95.51,9,0,19,1,0,0
36.56,22,0,4,0,3,0
97.79,5,1,19,1,0,0
74.87,22,0,6,0,1,0
55.53,16,0,8,1,3,0
14.01,13,0,9,1,2,0
217.69,4,0,10,1,0,0
59.74,22,0,10,0,1,0
21.64,16,0,10,1,3,0
45.85,1,0,4,1,3,0
53.47,8,0,18,1,1,0
175.76,11,0,12,0,0,0
132.28,18,1,11,1,3,1
